arm,arm_desc,experiment,drive,model,family,seed,test_month,train_start,train_end,rule,horizon_days,threshold_source,far_target,threshold,n_failed,n_healthy,tp,fn,fp,tn,recall,precision,far,roc_auc,pr_auc
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.1306796547770532,17,9741,5,12,10,9731,0.2941176470588235,0.3333333333333333,0.0010265886459295,0.94240233820661,0.1748947675061569
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0554969813674672,17,9741,8,9,49,9692,0.4705882352941176,0.1403508771929824,0.0050302843650549,0.94240233820661,0.1748947675061569
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0277498748153448,17,9741,11,6,98,9643,0.6470588235294118,0.1009174311926605,0.0100605687301098,0.94240233820661,0.1748947675061569
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0031322485301643,17,9741,15,2,488,9253,0.8823529411764706,0.0298210735586481,0.0500975259213633,0.94240233820661,0.1748947675061569
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.2110195800811068,14,9724,0,14,10,9714,0.0,0.0,0.0010283833813245,0.9702797202797204,0.0597170468782195
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0658811774849892,14,9724,3,11,49,9675,0.2142857142857142,0.0576923076923076,0.0050390785684903,0.9702797202797204,0.0597170468782195
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0304252677224576,14,9724,6,8,98,9626,0.4285714285714285,0.0576923076923076,0.0100781571369806,0.9702797202797204,0.0597170468782195
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0030507369665429,14,9724,11,3,487,9237,0.7857142857142857,0.0220883534136546,0.0500822706705059,0.9702797202797204,0.0597170468782195
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.2625252640246881,16,9782,3,13,10,9772,0.1875,0.2307692307692307,0.0010222858311183,0.9481445512165202,0.108400699920636
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0711504423990834,16,9782,4,12,49,9733,0.25,0.0754716981132075,0.00500920057248,0.9481445512165202,0.108400699920636
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0410027892515063,16,9782,7,9,98,9684,0.4375,0.0666666666666666,0.0100184011449601,0.9481445512165202,0.108400699920636
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0036603987566195,16,9782,12,4,490,9292,0.75,0.0239043824701195,0.0500920057248006,0.9481445512165202,0.108400699920636
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.2249418151378637,17,9741,2,15,10,9731,0.1176470588235294,0.1666666666666666,0.0010265886459295,0.9509773727784924,0.1732033068273601
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0698289304971689,17,9741,9,8,49,9692,0.5294117647058824,0.1551724137931034,0.0050302843650549,0.9509773727784924,0.1732033068273601
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.038762756437064,17,9741,9,8,98,9643,0.5294117647058824,0.0841121495327102,0.0100605687301098,0.9509773727784924,0.1732033068273601
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.00270726531744,17,9741,15,2,488,9253,0.8823529411764706,0.0298210735586481,0.0500975259213633,0.9509773727784924,0.1732033068273601
